date,corridor,indicator,indicator_label,scenario,direction,strength,speed,split,rate,params,facts,decision,push_scenario
2021-08-04,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,1,0.14877,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -1.9618180260565166}",sent,BUY_NOW
2021-09-02,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,1,0.147587,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -1.8070164933500998}",sent,BUY_NOW
2021-10-26,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,1,0.145782,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -2.0328344768727247}",sent,BUY_NOW
2021-12-09,AMD,dip_vs_trend,"dip_vs_trend(pct=0.1,rearm=5,span=40,window=120)",BUY_NOW,down,0.2500000000000001,medium,1,0.148686,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""dev_pct"": -1.3064519099945548, ""pct_rank"": 0.075, ""window"": 120.0, ""span"": 40.0}",sent,BUY_NOW
2021-12-23,AMD,dip_vs_trend,"dip_vs_trend(pct=0.1,rearm=5,span=40,window=120)",BUY_NOW,down,0.8333333333333334,medium,1,0.148348,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""dev_pct"": -1.6569225493905382, ""pct_rank"": 0.016666666666666666, ""window"": 120.0, ""span"": 40.0}",sent,BUY_NOW
2021-12-23,AMD,ml_localmin,"ml_localmin(fp_cost=3.0,gate_pct=0.2,gate_window=120,h=10,min_pos_rate=0.25,rearm=5,seed=0,tol_bps=10.0)",BUY_NOW,down,0.017661634250361692,medium,1,0.148348,"{""threshold"": 0.0014, ""_fitted"": true}","{""proba"": 0.017661634250361692, ""pct_rank"": 0.19166666666666668, ""window"": 120.0}",thinned,
2022-02-02,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,2,0.158354,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -3.1687212601506642}",sent,BUY_NOW
2022-02-09,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,2,0.155918,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -1.6891870590238112}",sent,BUY_NOW
2022-03-25,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.5,fast,2,0.194805,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 4.0, ""drop_pct"": -8.977707586709583}",storm,
2022-03-29,AMD,dip_vs_trend,"dip_vs_trend(pct=0.1,rearm=5,span=40,window=120)",BUY_NOW,down,0.9166666666666666,medium,2,0.176948,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""dev_pct"": -5.227756557106944, ""pct_rank"": 0.008333333333333333, ""window"": 120.0, ""span"": 40.0}",sent,BUY_NOW
2022-03-30,AMD,momentum,"momentum(n=4,rearm=3)",BUY_NOW,down,0.875,fast,2,0.173193,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""streak"": 7.0, ""drop_pct"": -19.075876440876737}",cooldown,
2022-04-05,AMD,dip_vs_trend,"dip_vs_trend(pct=0.1,rearm=5,span=40,window=120)",BUY_NOW,down,0.9166666666666666,medium,2,0.173077,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}","{""dev_pct"": -8.161804746267254, ""pct_rank"": 0.008333333333333333, ""window"": 120.0, ""span"": 40.0}",sent,BUY_NOW
