corridor,indicator,split,window,params,feasible,n_feasible,fitted
UZS,seasonality,8,2025-01…2025-06,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,dip_vs_trend,8,2025-01…2025-06,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,ml_localmin,8,2025-01…2025-06,"{""threshold"": 0.0006, ""_fitted"": true}",,,True
UZS,momentum,9,2025-07…2025-12,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,level,9,2025-07…2025-12,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,reversal,9,2025-07…2025-12,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,seasonality,9,2025-07…2025-12,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,dip_vs_trend,9,2025-07…2025-12,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,ml_localmin,9,2025-07…2025-12,"{""threshold"": 0.0344, ""_fitted"": true}",,,True
UZS,momentum,10,2026-01…2026-06,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,level,10,2026-01…2026-06,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,reversal,10,2026-01…2026-06,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,seasonality,10,2026-01…2026-06,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,dip_vs_trend,10,2026-01…2026-06,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
UZS,ml_localmin,10,2026-01…2026-06,"{""threshold"": 0.0406, ""_fitted"": true}",,,True
KGS,momentum,0,2021-01…2021-06,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,level,0,2021-01…2021-06,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,reversal,0,2021-01…2021-06,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,seasonality,0,2021-01…2021-06,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,dip_vs_trend,0,2021-01…2021-06,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,ml_localmin,0,2021-01…2021-06,"{""threshold"": 0.0249, ""_fitted"": true}",,,True
KGS,momentum,1,2021-07…2021-12,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,level,1,2021-07…2021-12,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,reversal,1,2021-07…2021-12,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,seasonality,1,2021-07…2021-12,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,dip_vs_trend,1,2021-07…2021-12,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,ml_localmin,1,2021-07…2021-12,"{""threshold"": 0.0393, ""_fitted"": true}",,,True
KGS,momentum,2,2022-01…2022-06,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,level,2,2022-01…2022-06,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,reversal,2,2022-01…2022-06,"{""window"": 120, ""rise_bps"": 50, ""max_days_since_min"": 10, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,seasonality,2,2022-01…2022-06,"{""min_share"": 0.7, ""min_years"": 4, ""from_day"": 24, ""rearm"": 20, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,dip_vs_trend,2,2022-01…2022-06,"{""span"": 40, ""window"": 120, ""pct"": 0.1, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,ml_localmin,2,2022-01…2022-06,"{""threshold"": 0.0001, ""_fitted"": true}",,,True
KGS,momentum,3,2022-07…2022-12,"{""n"": 4, ""rearm"": 3, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
KGS,level,3,2022-07…2022-12,"{""window"": 120, ""pct"": 0.1, ""stall_days"": 0, ""rearm"": 5, ""_feasible"": null, ""_n_feasible"": 0, ""_fixed"": true}",,0.0,
