date,corridor,indicator,indicator_label,scenario,direction,strength,speed,split,rate,params,facts
2025-04-15 12:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1664,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 1.0321797207043737, ""min_rate"": 0.1646999999999999, ""days_since_min"": 28.0, ""window"": 1080.0}"
2025-04-18 11:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.9953703703703703,medium,4,0.1599499999999999,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -8.134328536797286, ""pct_rank"": 0.000925925925925926, ""window"": 1080.0, ""span"": 180.0}"
2025-04-18 15:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,0.6564551422320042,slow,4,0.161,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 0.6564551422320042, ""min_rate"": 0.1599499999999999, ""days_since_min"": 4.0, ""window"": 1080.0}"
2025-04-18 16:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.9768518518518519,medium,4,0.16,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.004629629629629629, ""window"": 1080.0, ""days_since_min"": 5.0}"
2025-04-21 12:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.159,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -2.1538461538461506}"
2025-04-23 11:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.912037037037037,medium,4,0.159,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -7.308822422067096, ""pct_rank"": 0.017592592592592594, ""window"": 1080.0, ""span"": 180.0}"
2025-04-23 15:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.161475,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 2.0701643489254185, ""min_rate"": 0.1582, ""days_since_min"": 6.0, ""window"": 1080.0}"
2025-04-25 16:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.8240740740740741,medium,4,0.161325,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.03518518518518519, ""window"": 1080.0, ""days_since_min"": 25.0}"
2025-04-28 10:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.6018518518518519,medium,4,0.16065,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -5.030896076534908, ""pct_rank"": 0.07962962962962963, ""window"": 1080.0, ""span"": 180.0}"
2025-04-28 14:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1604,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 1.3906447534765887, ""min_rate"": 0.1582, ""days_since_min"": 33.0, ""window"": 1080.0}"
2025-04-30 18:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.6203703703703705,medium,4,0.158,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -5.1611160575836035, ""pct_rank"": 0.07592592592592592, ""window"": 1080.0, ""span"": 180.0}"
2025-05-02 14:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.159825,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 1.6698473282442672, ""min_rate"": 0.1572, ""days_since_min"": 4.0, ""window"": 1080.0}"
2025-05-05 13:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.962962962962963,medium,4,0.158,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.007407407407407408, ""window"": 1080.0, ""days_since_min"": 13.0}"
2025-05-07 11:00:00,KZT,dip_vs_trend,"dip_vs_trend(pct=0.2,rearm=27,span=180,window=1080)",BUY_NOW,down,0.5138888888888888,medium,4,0.1555,"{""span"": 180, ""window"": 1080, ""pct"": 0.2, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 30, ""_score"": 1.1309}","{""dev_pct"": -4.908475681845969, ""pct_rank"": 0.09722222222222222, ""window"": 1080.0, ""span"": 180.0}"
2025-05-07 13:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,0.9646302250803762,slow,4,0.157,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 0.9646302250803762, ""min_rate"": 0.1555, ""days_since_min"": 2.0, ""window"": 1080.0}"
2025-05-13 13:00:00,KZT,level,"level(pct=0.2,rearm=45,stall_days=0,window=1080)",BUY_NOW,down,0.7638888888888888,medium,4,0.1592,"{""window"": 1080, ""pct"": 0.2, ""stall_days"": 0, ""rearm"": 45, ""_feasible"": true, ""_n_feasible"": 27, ""_score"": 1.1236}","{""pct_rank"": 0.04722222222222222, ""window"": 1080.0, ""days_since_min"": 29.0}"
2025-05-13 13:00:00,KZT,reversal,"reversal(max_days_since_min=90,rearm=27,rise_bps=50,window=1080)",WINDOW_CLOSING,up,1.0,slow,4,0.1592,"{""window"": 1080, ""rise_bps"": 50, ""max_days_since_min"": 90, ""rearm"": 27, ""_feasible"": true, ""_n_feasible"": 19, ""_score"": 0.9247}","{""rise_pct"": 2.3794212218649635, ""min_rate"": 0.1555, ""days_since_min"": 29.0, ""window"": 1080.0}"
2025-05-13 16:00:00,KZT,momentum,"momentum(n=4,rearm=18)",BUY_NOW,down,0.5,fast,4,0.158875,"{""n"": 4, ""rearm"": 18, ""_feasible"": true, ""_n_feasible"": 6, ""_score"": 1.1729}","{""streak"": 4.0, ""drop_pct"": -0.7031250000000044}"
